cv_id,job_index,organization,position,startDate,endDate,status,department,seniority
5,0,FSD Fahrzeugsystemdaten GmbH,Kaufmännischer Leiter,2007-05,,ACTIVE,Sales,Lead
5,1,KPMG,Prüfungsleiter,1997-09,2007-05,INACTIVE,Other,Lead
6,0,MacDermid Enthone Industrial Solutions,Lab-Supervisor,2007,,ACTIVE,Other,Lead
7,0,Boise Cascade Company,Human Resources Generalist,2023-12,,ACTIVE,Human Resources,Professional
7,1,Boise Cascade Company,Shipping Supervisor,2021-06,2023-12,INACTIVE,Other,Lead
7,2,Boise Cascade Company,"Safety Coordinator, COSS",2017-12,2021-06,INACTIVE,Other,Lead
7,3,Pacific Drilling (NYSE: PACD),Floorhand,2016-10,2017-06,INACTIVE,Other,Professional
7,4,Pacific Drilling (NYSE: PACD),Roustabout,2015-03,2016-10,INACTIVE,Other,Professional
7,5,United States Air Force,Electrical Power Production Journeyman,2011-01,2014-07,INACTIVE,Information Technology,Professional
7,6,Bolton Ford,Internet Sales Manager,2009-02,2010-02,INACTIVE,Sales,Professional
8,0,PhoboSys GmbH,Managing Director,2016-01,,ACTIVE,Other,Management
8,1,Christian Ammann - Engineering and Research,Freelancer,2011,2015-12,INACTIVE,Other,Professional
8,2,Fraunhofer IIS,Scientific Researcher,2013-03,2015-06,INACTIVE,Other,Professional
8,3,Osnabrück University of Applied Science,Scientific Researcher,2009-10,2013-02,INACTIVE,Other,Professional
8,4,University of Oldenburg,Student Assistant,2006-06,2009-05,INACTIVE,Other,Junior
9,0,*,Meister,,,UNKNOWN,Other,Lead
10,0,Postbank Systems AG,Applikation Analyst Senior,,,UNKNOWN,Information Technology,Senior
11,0,Twentieth Century Fox,Set Lighting,2000-01,,ACTIVE,Other,Professional
11,1,Sony,Set Lighting,2000-01,,ACTIVE,Other,Professional
11,2,Warner Bros. Studios,Set Lighting,2000-01,,ACTIVE,Other,Professional
11,3,Paramount,Set Lighting,2000-01,,ACTIVE,Other,Professional
11,4,NBCUniversal,Set Lighting,2000-01,,ACTIVE,Other,Professional
12,0,msg systems ag,Projektmanager,2018-02,,ACTIVE,Project Management,Professional
12,1,HypoVereinsbank - UniCredit Bank AG,Prozess- und Anforderungsmanager,2001-06,2018-01,INACTIVE,Project Management,Professional
13,0,Landeshauptstadt Wiesbaden,Leistungssachbearbeiter SGB II,2017-12,,ACTIVE,Other,Professional
14,0,ee concept gmbh,energy and sustainability consultant bei,2014-01,,ACTIVE,Consulting,Professional
14,1,EURAC Research,Researcher,2009-01,2013-12,INACTIVE,Other,Professional
15,0,ACCOPPIATURA DI ASOLO S.P.A.,Purchasing Manager,2019-09,,ACTIVE,Purchasing,Professional
16,0,Team Jösten,Geschäftsführer,2005-07,,ACTIVE,Other,Management
17,0,AWISTA GmbH,Abfallberaterin,,,UNKNOWN,Other,Professional
18,0,Swiss Life Asset Managers Deutschland,Senior Project Manager,2021-09,,ACTIVE,Project Management,Senior
18,1,RENTIVATE,Co-Founder & CEO,2019-11,2023-12,INACTIVE,Other,Management
18,2,BEOS AG,Project Manager,2017-01,2019-11,INACTIVE,Project Management,Professional
18,3,ABJ. Planungsgesellschaft mbH,Assistant,2016-10,2017-01,INACTIVE,Administrative,Junior
19,0,tdc,inspektør,,,UNKNOWN,Other,Professional
20,0,Selbstständig,Dr. phil.,2024-09,,ACTIVE,Other,Professional
20,1,German School Bratislava,Instructor,2021-08,2024-07,INACTIVE,Other,Professional
20,2,Kassel University - Department of Philosophy,Dr. phil.,2017-08,2021-09,INACTIVE,Other,Professional
20,3,Lichtenberg School,"Teacher: History, Ethics, French",2008-08,2017-07,INACTIVE,Other,Professional
20,4,German School Beijing (China),"Teacher: History, Ethics, French",2002-08,2008-07,INACTIVE,Other,Professional
20,5,"Universities: Chuncheon, Hannam, Hongik (South Korea)",Dr. phil. - German Studies,1990-02,1999-01,INACTIVE,Other,Professional
21,0,Thurm GmbH,"Geschäftsführer, CMO",2014-07,,ACTIVE,Marketing,Management
21,1,Gebrüder Weiß & Cie. KG,Geschäftsführender Gesellschafter,2012-01,,ACTIVE,Other,Management
21,2,Hartlauer Handelsgesellschaft mbH,Verantowrtlicher Online/CRM,2009-01,2011-12,INACTIVE,Marketing,Professional
22,0,Vorruhestand,Bereichsleiter Maschinen,1996-07,,ACTIVE,Other,Lead
22,1,RAG,bereichsleiter,1979-07,2007-07,INACTIVE,Other,Lead
22,2,Maschinenbau,Albert Böcker,1971-07,1975-07,INACTIVE,Other,Professional
23,0,Etse Electronics (Pty) Ltd,Principal RF Design Engineer,2003-09,,ACTIVE,Information Technology,Senior
24,0,Tallahassee Orthopedic Clinic,Physician Assistant,2023-01,,ACTIVE,Other,Professional
24,1,U.S. Department of Veterans Affairs,Physician Assistant,2020-06,2023-01,INACTIVE,Other,Professional
24,2,Florida State University College of Medicine,Physician Assistant Student,2017-08,2019-12,INACTIVE,Other,Junior
24,3,Department of Veterans Affairs,Medical Technician,2012-08,2017-08,INACTIVE,Other,Professional
24,4,US Army,Medical Laboratory Technician,2011-02,2012-07,INACTIVE,Other,Professional
24,5,US Army,Medical Laboratory Technician,2007-07,2011-02,INACTIVE,Other,Professional
25,0,Fresenius Kabi,Unternehmensinhaber,,,UNKNOWN,Other,Management
26,0,Portobello Shop,Consultor de vendas,,,UNKNOWN,Sales,Professional
27,0,Stork Lijmen,Co-Owner,2002-01,,ACTIVE,Other,Management
27,1,Stork Lijmen,CEO,2002-01,,ACTIVE,Other,Management
27,2,ESBA Horti Solutions BV,CEO/Founder,2015-12,,ACTIVE,Other,Management
27,3,Döllken Kunststofverarbeitung GmbH,sales manager,1989-06,2001-07,INACTIVE,Sales,Professional
27,4,Döllken,verkoopleider,1989-07,2001-06,INACTIVE,Sales,Lead
28,0,Countryside Body & Welding incCountryside Body & Welding Inc,Sandblast and prep,2021-06,2022-02,INACTIVE,Other,Professional
29,0,University of Ulm,Professor,,,UNKNOWN,Other,Professional
30,0,VR Bank Lahn-Dill,Bankkaufmann,,,UNKNOWN,Other,Professional
30,1,VR Bank Lahn-Dill,Qualifizierter Kreditsachbearbeiter im risikorelevanten Kreditgeschäft,1992-08,,ACTIVE,Other,Professional
31,0,Consultant Juridique International Ltd,Director,2025-03,,ACTIVE,Other,Director
31,1,Consultant Juridique International Ltd,Senior Partner,1997-09,2025-03,INACTIVE,Business Development,Senior
32,0,TALLY WEiJL,IT Systems and Network Engineer,2021-11,,ACTIVE,Information Technology,Professional
32,1,Systancia,Support Analyst,2017-08,2021-11,INACTIVE,Customer Support,Professional
33,0,ALIUD PHARMA GmbH,IT-Teamleiter,2022-08,,ACTIVE,Information Technology,Lead
33,1,ALIUD PHARMA GmbH,Senior IT-Sicherheitsbeauftragter,2010-01,,ACTIVE,Information Technology,Senior
33,2,ALIUD PHARMA GmbH,IT-Systemadministrator,2002-09,,ACTIVE,Information Technology,Professional
34,0,Hypergene,Senior Project Manager,2022-10,,ACTIVE,Project Management,Senior
34,1,Eslövs kommun,Utvecklingsledare - system för ledning och styrning,2020-01,2022-09,INACTIVE,Project Management,Lead
34,2,Eslövs kommun,Projektledare - nytt system för ledning och styrning,2017-08,2019-12,INACTIVE,Project Management,Lead
34,3,Eslövs kommun,Kvalitetscontroller,2016-06,2017-08,INACTIVE,Information Technology,Professional
34,4,PwC Sweden,Management Consultant Public Administration,2006-03,2016-06,INACTIVE,Consulting,Professional
34,5,Kävlinge kommun,Ekonom,2001-01,2006-03,INACTIVE,Other,Professional
34,6,Lunds kommun,Ekonom,2000-06,2001-01,INACTIVE,Other,Professional
34,7,Malmö University,University Teacher,1999-08,2000-12,INACTIVE,Other,Professional
34,8,Mälardalen University,University Teacher,1993-01,1999-07,INACTIVE,Other,Professional
35,0,Hettich Group,Geschäftsführer,,,UNKNOWN,Other,Management
36,0,Giesecke+Devrient,Head of HR/CHRO,2021-10,,ACTIVE,Human Resources,Lead
36,1,Giesecke+Devrient,Head of Corporate Human Resources,2017-01,2021-10,INACTIVE,Human Resources,Lead
36,2,Giesecke+Devrient,Head of Employment Law and Labour Relations,2012-06,2017-01,INACTIVE,Other,Lead
36,3,Giesecke+Devrient,Senior Legal Counsel,2007-08,2012-05,INACTIVE,Other,Senior
36,4,ZIRNGIBL Rechtsanwälte Partnerschaft mbB,Rechtsanwalt,2000-09,2007-07,INACTIVE,Other,Professional
36,5,Universität Regensburg,Research Assistant,1998-10,2000-07,INACTIVE,Other,Junior
37,0,Revitope,Chief Scientific Officer,,,UNKNOWN,Other,Management
38,0,Asdhjbv,Office Associate,,,UNKNOWN,Administrative,Junior
39,0,Quest ontheFRONTIER,Human Resources Consultant,2024-12,,ACTIVE,Consulting,Professional
39,1,TOTL RPO SOLUTIONS LLP,HR Associate Consultant,2022-07,2024-11,INACTIVE,Human Resources,Professional
39,2,Confederation of Indian Industry,Human Resources,2019-09,2020-03,INACTIVE,Human Resources,Professional
40,0,Roche,Manager,1990-07,2019-07,INACTIVE,Other,Professional
40,1,Siemens Healthcare,Service Engineer,1980-09,1990-06,INACTIVE,Information Technology,Professional
41,0,Exelonix GmbH,Managing Director,2013-02,,ACTIVE,Other,Management
41,1,Baumer Optronic GmbH,Head of Sales,2012-02,2013-01,INACTIVE,Sales,Lead
41,2,Signalion GmbH,Head of Marketing,2009-01,2012-02,INACTIVE,Marketing,Lead
41,3,Signalion,Manager Marketing & Sales,2005-01,2008-12,INACTIVE,Other,Professional
41,4,Technische Universität Dresden,Phd Student,1998,2003,INACTIVE,Other,Junior
42,0,Roto Frank Holding AG,Alleinvorstand Roto Frank Holding AG,,,UNKNOWN,Other,Management
43,0,Finanzamt Münster-Außenstadt,Duales Studium Diplom Finanzwirt,2024-09,2024-12,INACTIVE,Other,Junior
43,1,FLSmidth,Senior Arbeitsplaner,2022-09,2023-09,INACTIVE,Project Management,Senior
43,2,thyssenkrupp,Arbeitsplaner für Internationale Getriebemontagen,2020-10,2022-09,INACTIVE,Project Management,Professional
43,3,thyssenkrupp,Service Engineer für Reparaturaufträge,2019-05,2020-09,INACTIVE,Customer Support,Professional
43,4,thyssenkrupp,Zerspanungsmechaniker,2016-02,2019-04,INACTIVE,Other,Professional
43,5,thyssenkrupp,Auszubildender zum Zerspanungsmechaniker,2012-08,2016-01,INACTIVE,Other,Junior
44,0,FRANK GmbH,Product Manager,2023-11,,ACTIVE,Project Management,Professional
44,1,SprintRay Inc.,Technical Support Specialist EMEA - Dental 3D Printing,2021-08,2023-10,INACTIVE,Customer Support,Professional
44,2,Fiberthree GmbH,Internship 3D printing FDM (Bachelor thesis),2020-07,2021-01,INACTIVE,Information Technology,Junior
44,3,KISICO,Machine Operator Injection Moulding,2019-10,2020-01,INACTIVE,Other,Professional
45,0,Norra Halland,Reporter,2024-06,,ACTIVE,Other,Professional
45,1,Levantine Bistro,Waiter & Bartender,2024-03,,ACTIVE,Other,Professional
45,2,Levantine Bistro,Waiter & Bartender,2022-07,2023-08,INACTIVE,Other,Professional
45,3,Lapland Resorts AB,Cook,2022-02,2022-05,INACTIVE,Other,Professional
45,4,Tall Tale Stockholm AB,Reporter och researcher,2020-11,2021-08,INACTIVE,Other,Professional
45,5,Altinget.se,Studentmedarbetare,2020-08,2020-10,INACTIVE,Other,Junior
45,6,PodMe,Radio Reporter and Researcher,2020-01,2020-10,INACTIVE,Other,Professional
46,0,EnBet Consulting,Geschäftsführer,2021-02,,ACTIVE,Other,Management
46,1,SW Operations GmbH,Geschäftsführer,2022-02,2024-02,INACTIVE,Other,Management
46,2,SBS Solutions GmbH / Bet3000,Leiter für Unternehmensentwicklung / Franchise,2019-09,2021-07,INACTIVE,Business Development,Lead
46,3,XTiP Sportwetten Shops GmbH,Leiter Expansion,2018-10,2019-08,INACTIVE,Business Development,Lead
46,4,XTiP Sportwetten Shops GmbH,Expansionsmanager,2017-10,2018-09,INACTIVE,Business Development,Professional
46,5,WETTBAR tipp GmbH,Expansions Manager,2014-09,2017-10,INACTIVE,Business Development,Professional
46,6,Mersino GmbH,Filialmanager,2011-09,2014-09,INACTIVE,Other,Professional
47,0,TOPMOTIVE,CEO / Managing Shareholder,2013,,ACTIVE,Other,Management
47,1,TOPMOTIVE,Member Of The Management Board (HR and Finance),2008,2013,INACTIVE,Other,Management
47,2,DigitalNativeAlliance,Member of the Advisory Board,2025-01,,ACTIVE,Other,Management
47,3,Studien- und Fördergesellschaft der Schleswig-Holsteinischen Wirtschaft e.V.,Member of the Advisory Board,2022-08,,ACTIVE,Other,Management
47,4,RISKMETRICS GROUP,Intern,2010-02,2010-06,INACTIVE,Other,Junior
47,5,MTU Aero Engines,Intern,2008-04,2008-10,INACTIVE,Other,Junior
48,0,DELABO.GROUP GmbH,CFO,2019-10,2023-03,INACTIVE,Other,Management
49,0,Wehner Consulting GmbH,Geschäftsführer,2019-06,,ACTIVE,Other,Management
49,1,EDAG Production Solutions GmbH & Co. KG,Project Management,2014-08,2017-09,INACTIVE,Project Management,Professional
49,2,Techniker Krankenkasse,Key Account Manager,2013-02,2014-03,INACTIVE,Sales,Professional
50,0,Kampffmeyer Food Innovation GmbH,Director Sales,1989-01,,ACTIVE,Sales,Director
51,0,Lufthansa,Sub-Stream Lead Simplify | Turnaround Programs,2025-01,,ACTIVE,Project Management,Lead
51,1,Lufthansa,Manager | Enhance Efficiency Programs,2024-01,2024-12,INACTIVE,Other,Professional
51,2,vent.io,Innovation Lead,2022-11,2023-11,INACTIVE,Other,Lead
51,3,vent.io,Senior Innovation Manager,2021-11,2022-10,INACTIVE,Other,Senior
51,4,Karlsruhe Institute of Technology (KIT),Research Associate,2017-08,2021-07,INACTIVE,Consulting,Junior
51,5,BASF,Research Associate,2017-10,2021-03,INACTIVE,Consulting,Junior
51,6,IBM Corporate Headquarters,Managing Strategy Consultant & Data Scientist,2015-06,2017-04,INACTIVE,Consulting,Professional
51,7,IBM Corporate Headquarters,Senior Strategy Consultant,2014-01,2015-05,INACTIVE,Consulting,Senior
51,8,Hult International Business School,Teaching Assistant,2013-09,2013-12,INACTIVE,Other,Junior
51,9,IBM,Senior Consultant,2010-07,2012-08,INACTIVE,Consulting,Senior
51,10,IBM,Consultant,2008-10,2010-06,INACTIVE,Consulting,Professional
51,11,IBM,Business Analyst,2005-10,2008-09,INACTIVE,Other,Professional
52,0,noury AG,Chief Revenue Officer (CRO),2024-11,,ACTIVE,Sales,Management
52,1,Boss Info,Group CFO,2022-04,2024-11,INACTIVE,Other,Management
52,2,Full Speed Systems AG,CFO,1996-01,2024-11,INACTIVE,Other,Management
52,3,webnwine AG,CEO,2007-01,2022-04,INACTIVE,Other,Management
53,0,German Operation of CINRAM,Vice President,,,UNKNOWN,Other,Management
54,0,Nordson Adhesive Dispensing Systems,Business Development Manager,2024-03,,ACTIVE,Business Development,Professional
54,1,Nordson Adhesive Dispensing Systems,Product Innovation Manager,2022-03,2024-02,INACTIVE,Marketing,Professional
54,2,Nordson Adhesive Dispensing Systems,Application Engineering Manager,2014-05,2022-02,INACTIVE,Information Technology,Professional
54,3,Nordson Adhesive Dispensing Systems,Application Development Specialist & Technician Supervisor,2011-05,2014-04,INACTIVE,Information Technology,Lead
54,4,Nordson Adhesive Dispensing Systems,Application Development Specialist,2009-11,2011-06,INACTIVE,Information Technology,Professional
54,5,Nordson Adhesive Dispensing Systems,Design Engineer,2008-01,2010-01,INACTIVE,Information Technology,Professional
54,6,Waterloo University,M.Sc. in Mechanical Engineering,2005-09,2007-10,INACTIVE,Other,Professional
54,7,Queen's University Mechanical Engineering,Research Assistant,2004-05,2004-09,INACTIVE,Other,Junior
54,8,Genpharm Inc.,Engineering Student,2003-05,2003-08,INACTIVE,Information Technology,Junior
54,9,Queen's University,Technical Support Advisor,2002-08,2003-04,INACTIVE,Customer Support,Professional
54,10,"BMW Group, New Technology Concepts/Innovation in Chassis Systems",Internship,2002-05,2002-08,INACTIVE,Other,Junior
55,0,myclimate,Projektleiterin Bildung,2021-06,,ACTIVE,Other,Lead
55,1,myclimate,Projektmitarbeiterin Bildung,2018-11,2021-05,INACTIVE,Other,Professional
55,2,Stiftung PanEco,Praktikantin Umweltbildung,2018-02,2018-10,INACTIVE,Other,Junior
55,3,Eawag,Student Research Assistant,2015-09,2015-12,INACTIVE,Other,Junior
55,4,Universität Zürich | University of Zurich,Akademischer Tutor,2015-02,2015-06,INACTIVE,Other,Junior
55,5,Universität Zürich | University of Zurich,Akademischer Tutor,2014-02,2014-06,INACTIVE,Other,Junior
55,6,Valora Group,Angestellte Verkauf,2012-08,2013-11,INACTIVE,Sales,Professional
56,0,Dreamcatcher Alley,Co Owner,2007,,ACTIVE,Other,Management
56,1,Sunstates Security,Information Security Officer,2009,2015,INACTIVE,Information Technology,Professional
56,2,bells weddings,Revern Linda Bell,1999-11,2010,INACTIVE,Other,Professional
56,3,Allied Barton security,Security Officer,2004,2009,INACTIVE,Information Technology,Professional
57,0,Desjardins,"Practice Leader, Data Valorization Strategy",2025,,ACTIVE,Consulting,Lead
57,1,ATECNA Montréal,"Associate Director, Data Strategy & Optimisation",2024,2025,INACTIVE,Information Technology,Director
57,2,ATECNA Montréal,General Manager,2021,2024,INACTIVE,Other,Management
57,3,ATECNA Montréal,"Associate Director, Digital Analytics",2020-09,2021-10,INACTIVE,Marketing,Director
57,4,ATECNA Montréal,Digital Performance Director,2019-11,2020-08,INACTIVE,Marketing,Director
57,5,Mediative,"Director, Marketing Analytics & Data Services",2017,2018,INACTIVE,Marketing,Director
57,6,Mediative,"Manager, Analytics & Insights",2015,2017,INACTIVE,Information Technology,Professional
57,7,Mediative,Senior Strategist,2013,2015,INACTIVE,Consulting,Senior
57,8,Mediative,Performance Media Strategist,2011,2013,INACTIVE,Marketing,Professional
57,9,Yellow Pages Group / Groupe Pages Jaunes – Canada,Search Marketing Specialist,2010,2011-07,INACTIVE,Marketing,Professional
57,10,Nextedia,International Team Manager,2008,2009,INACTIVE,Other,Professional
57,11,Nextedia,International Webmarketing Consultant,2007,2008,INACTIVE,Consulting,Professional
57,12,B. Braun Group - Vascular Systems,Strategic Marketing,2003,2005,INACTIVE,Marketing,Professional
57,13,B. Braun Group - Vascular Systems,Marketing Trainee,2000,2003,INACTIVE,Marketing,Junior
58,0,Sedef Shipbuilding Inc.,iş güvenliği,2020-02,,ACTIVE,Other,Professional
58,1,Arıtsan Çevre Ölçüm ve Analiz Laboratuvarı,çevre teknikeri,2014-09,2019-08,INACTIVE,Other,Professional
58,2,TUPRAS,işçi sağlığı ve güvenliği,2012-09,2014-06,INACTIVE,Other,Professional
58,3,UZMAR,Stajyer,2013-06,2013-10,INACTIVE,Other,Junior
59,0,Giganet Services GmbH,Geschäftsführer bei Giganet Services GmbH,2024-09,,ACTIVE,Other,Management
59,1,Expert Link GmbH,Owner,2010-02,,ACTIVE,Other,Management
59,2,GIGA FIBER,Geschäftsführer,2023-12,2025-03,INACTIVE,Other,Management
59,3,Infrafibre Networks GmbH,Mitglied der Geschäftsleitung,2023-02,2023-12,INACTIVE,Other,Management
59,4,BBV Deutschland GmbH,COO,2017-05,2023-03,INACTIVE,Other,Management
59,5,allgorite,Managing Partner,2013-02,2019-09,INACTIVE,Business Development,Management
59,6,AzerTelecom,CEO,2010-08,2013-02,INACTIVE,Other,Management
59,7,AzerTelecom,COO,2009-12,2010-07,INACTIVE,Other,Management
59,8,Airbites,Chief Commercial Officer,2006-11,2009-09,INACTIVE,Sales,Management
59,9,"Cinetrade AG, Teleclub AG",Head of Strategy and New Businesses,2005-04,2006-11,INACTIVE,Business Development,Lead
59,10,Swisscom,"Deputy Head of Group Business Development, Senior Business Development Manager",2003-02,2005-04,INACTIVE,Business Development,Lead
59,11,Swisscom,Senior Strategy Manager,2002-05,2003-02,INACTIVE,Consulting,Senior
59,12,Cablecom,Head of Strategy and Business Development,2001-01,2002-04,INACTIVE,Business Development,Lead
59,13,Cablecom,Manager Business Development,1998-11,2000-12,INACTIVE,Business Development,Professional
59,14,Infocity NRW,Manager Multimedia,1996-01,1998-10,INACTIVE,Marketing,Professional
59,15,"Ministry of Science and Technology of Baden-Württemberg, Constance, Germany",Scientific Officer,1993-03,1995-12,INACTIVE,Other,Professional
60,0,moodley,Strategic Design Director,2021-09,,ACTIVE,Marketing,Director
60,1,PwC,Senior Manager Experience Consulting for Industry and Healthcare,2020-02,2021-08,INACTIVE,Consulting,Senior
60,2,IXDS (Now part of PwC),Design Director Industry and Healthcare,2017-02,2020-01,INACTIVE,Other,Director
60,3,IXDS (Now part of PwC),Director Industrial Design,2015-11,2017-01,INACTIVE,Other,Director
60,4,Fachhochschule Oberösterreich,Guest Lecturer,2016,2020,INACTIVE,Consulting,Professional
60,5,FLEX/design,Creative Director,2008-01,2015-09,INACTIVE,Marketing,Director
60,6,FLEX/design,Senior Industrial Designer und Project Manager,2004-01,2007-12,INACTIVE,Project Management,Senior
60,7,FLEX/design,Industrial Designer,2001-04,2003-12,INACTIVE,Other,Professional
60,8,"working for Neumeister Design/Munich, Unit Design/Frankfurt, 90Grad Design/Stuttgart etc.",Freelance Industrial Designer,1999,2001,INACTIVE,Other,Professional
61,0,FC Bayern München,Museumspädagoge,2024-10,,ACTIVE,Other,Professional
61,1,Vulkankultour GmbH,Geschäftsführer,2005-06,,ACTIVE,Other,Management
62,0,Nextwo Co.,Technical Team Lead,2024-02,,ACTIVE,Information Technology,Lead
62,1,Nextwo Co.,Senior Software Developer,2023-02,2024-02,INACTIVE,Information Technology,Senior
62,2,ArabiaCell,Technical Team Lead,2019-12,2023-02,INACTIVE,Information Technology,Lead
62,3,Accela,Technical Consultant,2018-08,2019-12,INACTIVE,Consulting,Professional
62,4,ArabiaCell,Senior Software Developer,2015-12,2018-08,INACTIVE,Information Technology,Senior
62,5,Principle For Advanced Communication Technology,Java Developer,2015-04,2015-10,INACTIVE,Information Technology,Professional
62,6,Future Applied Computer Technology - FACT,Intermediate java developer,2014-09,2015-04,INACTIVE,Information Technology,Professional
62,7,Virtecha,Developer,2012-03,2014-08,INACTIVE,Information Technology,Professional
62,8,Final Solution,Java Developer Trainee,2011-11,2012-02,INACTIVE,Information Technology,Junior
63,0,WIDMER Skippers,Managing Director,2017,,ACTIVE,Other,Management
64,0,Augustin Entsorgung Holding GnbH,Gesellschafter,1993-01,,ACTIVE,Other,Management
65,0,VTA Verfahrenstechnische Anlagen GmbH & Co. KG,Maschinenbautechniker,2008-09,,ACTIVE,Other,Professional
65,1,R+W Automatisierung,Ausbildung Technischer Zeichner,2005-09,2008-07,INACTIVE,Other,Junior
66,0,Henkel,Technical Customer Service Manager - Flexible Packaging,2021-01,,ACTIVE,Customer Support,Lead
66,1,Henkel,Technical Customer Service - Tapes & Labels,2010-01,2020-12,INACTIVE,Customer Support,Professional
66,2,Henkel,Product Development,2005-06,2009-12,INACTIVE,Other,Professional
67,0,Selecty,Java Software Engineer,2023-01,,ACTIVE,Information Technology,Professional
67,1,Rosgosstrakh Insurance Company (Public Joint Stock Company),Java Software Developer,2020-01,2023-01,INACTIVE,Information Technology,Professional
68,0,Fieldspace Property Group,New Business Manager,2024-06,,ACTIVE,Business Development,Lead
68,1,Fieldspace Property Group,Leasing Liaison,2020-10,2024-06,INACTIVE,Other,Professional
68,2,Fieldspace Property Group,Manager: The Orchard Serviced Office Suites,2017-11,2021-06,INACTIVE,Administrative,Lead
68,3,Scatterlings Conference and Events,Event Coordinator: Speaker and Abstract Manager,2015-07,2017-10,INACTIVE,Marketing,Lead
68,4,Knowledge to Action South Africa,Events Executive (and Client Services),2013-01,2015-03,INACTIVE,Marketing,Professional
68,5,Edusport Travel,Project Assistant and Junior Consultant,2012-07,2012-09,INACTIVE,Consulting,Junior
68,6,Re_Personnel (Re_Hospitality),Event Hostess,2011-11,2012-04,INACTIVE,Marketing,Junior
68,7,Raquette Lake Girls Camp,Specialised International Camp Counsellor (gymnastics),2011-06,2011-08,INACTIVE,Other,Professional
69,0,Atlassian,Strategic Engagement Manager,2023-06,,ACTIVE,Business Development,Lead
69,1,HubSpot,Principal Inbound Consultant,2022-03,2023-06,INACTIVE,Consulting,Senior
69,2,HubSpot,Senior Inbound Consultant,2020-11,2022-02,INACTIVE,Consulting,Senior
69,3,HubSpot,Inbound Consultant,2019-06,2020-11,INACTIVE,Consulting,Professional
69,4,HubSpot,"Onboarding Specialist, Level 2",2017-08,2019-06,INACTIVE,Human Resources,Professional
69,5,Google,"Technical Service Consultant for Google Ads, Analytics & Tag Manager",2015-11,2017-04,INACTIVE,Marketing,Professional
69,6,ZDF,"Intern at the editorial office of the news programme ""Mittagsmagazin""",2015-10,2015-11,INACTIVE,Marketing,Junior
